YYYYMM,Value,Description
200303,0.909,Orissa
200304,1.352,Orissa
200305,1.28,Orissa
200306,1.535,Orissa
200307,1.768,Orissa
200308,1.755,Orissa
200309,1.704,Orissa
200310,1.741,Orissa
200311,1.754,Orissa
200312,1.773,Orissa
200313,17.836,Orissa
200401,1.999,Orissa
200402,1.718,Orissa
200403,1.733,Orissa
200404,1.723,Orissa
200405,1.82,Orissa
200406,1.714,Orissa
200407,1.806,Orissa
200408,1.987,Orissa
200409,1.691,Orissa
200410,1.846,Orissa
200411,1.649,Orissa
200412,1.844,Orissa
200413,21.527,Orissa
200501,2.006,Orissa
200502,1.855,Orissa
200503,1.947,Orissa
200504,1.779,Orissa
200505,2.009,Orissa
200506,2.13,Orissa
200507,2.092,Orissa
200508,2.21,Orissa
200509,1.92,Orissa
200510,1.921,Orissa
200511,1.735,Orissa
200512,2,Orissa
200513,23.602,Orissa
200601,2,Orissa
200602,1.774,Orissa
200603,1.681,Orissa
200604,1.709,Orissa
200605,1.591,Orissa
200606,1.78,Orissa
200607,1.966,Orissa
200608,1.852,Orissa
200609,1.67,Orissa
200610,1.693,Orissa
200611,1.485,Orissa
200612,1.534,Orissa
200613,20.734,Orissa
200701,1.633,Orissa
200702,1.291,Orissa
200703,1.307,Orissa
200704,1.276,Orissa
200705,1.385,Orissa
200706,1.598,Orissa
200707,1.42,Orissa
200708,1.475,Orissa
200709,1.374,Orissa
200710,1.229,Orissa
200711,1.162,Orissa
200712,1.45,Orissa
200713,16.6,Orissa
200801,1.418,Orissa
200802,1.311,Orissa
200803,1.093,Orissa
200804,1.193,Orissa
200805,1.125,Orissa
200806,1.378,Orissa
200807,1.238,Orissa
200808,1.299,Orissa
200809,1.228,Orissa
200810,1.296,Orissa
200811,1.182,Orissa
200812,1.188,Orissa
200813,14.949,Orissa
200901,1.196,Orissa
200902,1.091,Orissa
200903,1.356,Orissa
200904,1.208,Orissa
200905,1.219,Orissa
200906,1.22,Orissa
200907,1.266,Orissa
200908,1.225,Orissa
200909,1.216,Orissa
200910,0.748,Orissa
200911,0.737,Orissa
200912,0.982,Orissa
200913,13.463,Orissa
201001,1.207,Orissa
201002,1.136,Orissa
201003,1.246,Orissa
201004,1.078,Orissa
201005,1.167,Orissa
201006,1.375,Orissa
201007,1.47,Orissa
201008,1.15,Orissa
201009,1.087,Orissa
201010,1.009,Orissa
201011,0.88,Orissa
201012,1.143,Orissa
201013,13.949,Orissa
201101,1.546,Orissa
201102,1.219,Orissa
201103,1.477,Orissa
201104,0.939,Orissa
201105,1.004,Orissa
201106,1.223,Orissa
201107,1.464,Orissa
201108,1.316,Orissa
201109,1.281,Orissa
201110,0.933,Orissa
201111,0.703,Orissa
201112,1.021,Orissa
201113,14.125,Orissa
201201,1.169,Orissa
201202,0.927,Orissa
201203,0.521,Orissa
201204,0.484,Orissa
201205,0.617,Orissa
201206,0.666,Orissa
201207,0.74,Orissa
201208,0.779,Orissa
201209,0.731,Orissa
201210,0.667,Orissa
201211,0.695,Orissa
201212,0.689,Orissa
201213,8.685,Orissa
201301,0.961,Orissa
201302,0.844,Orissa
201303,0.912,Orissa
201304,0.841,Orissa
201305,1.194,Orissa
201306,1.214,Orissa
201307,1.219,Orissa
201308,1.266,Orissa
201309,1.146,Orissa
201310,1.058,Orissa
201311,0.833,Orissa
201312,1.023,Orissa
201313,12.511,Orissa
201401,1.204,Orissa
201402,0.989,Orissa
201403,1.16,Orissa
201404,0.805,Orissa
201405,1.083,Orissa
201406,1.125,Orissa
201407,1.042,Orissa
201408,1.045,Orissa
201409,1.027,Orissa
201410,0.615,Orissa
201411,0.79,Orissa
201412,1.181,Orissa
201413,12.066,Orissa
201501,1.108,Orissa
201502,1.161,Orissa
201503,0.772,Orissa
201504,0.822,Orissa
201505,0.964,Orissa
201506,0.872,Orissa
201507,1.174,Orissa
201508,1.106,Orissa
201509,1.062,Orissa
201510,0.868,Orissa
201511,0.727,Orissa
201512,0.78,Orissa
201513,11.416,Orissa
201601,0.96,Orissa
201602,0.937,Orissa
201603,1.041,Orissa
201604,1.096,Orissa
201605,1.035,Orissa
201606,1.075,Orissa
201607,1.137,Orissa
197301,24.867,Maharashtra
197302,20.867,Maharashtra
197303,19.78,Maharashtra
197304,16.562,Maharashtra
197305,17.754,Maharashtra
197306,20.899,Maharashtra
197307,23.127,Maharashtra
197308,24.456,Maharashtra
197309,22.21,Maharashtra
197310,22.151,Maharashtra
197311,21.213,Maharashtra
197312,20.346,Maharashtra
197313,254.231,Maharashtra
197401,21.003,Maharashtra
197402,17.992,Maharashtra
197403,17.454,Maharashtra
197404,15.865,Maharashtra
197405,17.973,Maharashtra
197406,18.464,Maharashtra
197407,21.88,Maharashtra
197408,21.894,Maharashtra
197409,20.194,Maharashtra
197410,20.5,Maharashtra
197411,21.811,Maharashtra
197412,24.318,Maharashtra
197413,239.348,Maharashtra
197501,24.159,Maharashtra
197502,19.726,Maharashtra
197503,18.542,Maharashtra
197504,17.197,Maharashtra
197505,16.706,Maharashtra
197506,18.245,Maharashtra
197507,20.077,Maharashtra
197508,22.093,Maharashtra
197509,17.412,Maharashtra
197510,17.908,Maharashtra
197511,17.715,Maharashtra
197512,21.678,Maharashtra
197513,231.459,Maharashtra
197601,25.343,Maharashtra
197602,20.042,Maharashtra
197603,20.389,Maharashtra
197604,18.669,Maharashtra
197605,17.662,Maharashtra
197606,19.864,Maharashtra
197607,21.432,Maharashtra
197608,22.642,Maharashtra
197609,18.976,Maharashtra
197610,19.38,Maharashtra
197611,23.498,Maharashtra
197612,26.775,Maharashtra
197613,254.671,Maharashtra
197701,32.884,Maharashtra
197702,23.61,Maharashtra
197703,22.873,Maharashtra
197704,20.914,Maharashtra
197705,22.183,Maharashtra
197706,22.911,Maharashtra
197707,27.08,Maharashtra
197708,25.736,Maharashtra
197709,21.449,Maharashtra
197710,18.86,Maharashtra
197711,20.14,Maharashtra
197712,26.147,Maharashtra
197713,284.787,Maharashtra
197801,30.353,Maharashtra
197802,29.543,Maharashtra
197803,29.092,Maharashtra
197804,20.25,Maharashtra
197805,19.937,Maharashtra
197806,21.167,Maharashtra
197807,23.554,Maharashtra
197808,26.076,Maharashtra
197809,21.359,Maharashtra
197810,20.932,Maharashtra
197811,22.053,Maharashtra
197812,27.133,Maharashtra
197813,291.45,Maharashtra
197901,30.826,Maharashtra
197902,25.59,Maharashtra
197903,18.018,Maharashtra
197904,16.744,Maharashtra
197905,17.48,Maharashtra
197906,19.448,Maharashtra
197907,20.755,Maharashtra
197908,21.044,Maharashtra
197909,18.215,Maharashtra
197910,16.569,Maharashtra
197911,18.737,Maharashtra
197912,20.609,Maharashtra
197913,244.034,Maharashtra
198001,19.662,Maharashtra
198002,19.509,Maharashtra
198003,16.145,Maharashtra
198004,12.968,Maharashtra
198005,13.032,Maharashtra
198006,14.237,Maharashtra
198007,17.963,Maharashtra
198008,19.239,Maharashtra
198009,14.121,Maharashtra
198010,12.647,Maharashtra
198011,15.75,Maharashtra
198012,18.506,Maharashtra
198013,193.78,Maharashtra
198101,20.254,Maharashtra
198102,13.75,Maharashtra
198103,13.803,Maharashtra
198104,12.003,Maharashtra
198105,11.459,Maharashtra
198106,14.713,Maharashtra
198107,15.668,Maharashtra
198108,12.761,Maharashtra
198109,12.453,Maharashtra
198110,12.919,Maharashtra
198111,10.919,Maharashtra
198112,12.678,Maharashtra
198113,163.38,Maharashtra
198201,15.986,Maharashtra
198202,12.064,Maharashtra
198203,10.709,Maharashtra
198204,8.874,Maharashtra
198205,7.896,Maharashtra
198206,8.193,Maharashtra
198207,10.676,Maharashtra
198208,9.35,Maharashtra
198209,8.196,Maharashtra
198210,7.921,Maharashtra
198211,7.386,Maharashtra
198212,8.888,Maharashtra
198213,116.137,Maharashtra
198301,10.268,Maharashtra
198302,10.059,Maharashtra
198303,9.994,Maharashtra
198304,8.112,Maharashtra
198305,7.114,Maharashtra
198306,8.864,Maharashtra
198307,11.584,Maharashtra
198308,11.702,Maharashtra
198309,8.928,Maharashtra
198310,7.923,Maharashtra
198311,7.278,Maharashtra
198312,11.612,Maharashtra
198313,113.438,Maharashtra
198401,12.259,Maharashtra
198402,7.971,Maharashtra
198403,8.558,Maharashtra
198404,5.93,Maharashtra
198405,6.602,Maharashtra
198406,8.601,Maharashtra
198407,8.151,Maharashtra
198408,10.075,Maharashtra
198409,6.061,Maharashtra
198410,6.167,Maharashtra
198411,7.205,Maharashtra
198412,6.192,Maharashtra
198413,93.773,Maharashtra
198501,9.202,Maharashtra
198502,7.297,Maharashtra
198503,5.609,Maharashtra
198504,4.736,Maharashtra
198505,5.472,Maharashtra
198506,5.947,Maharashtra
198507,6.558,Maharashtra
198508,7.792,Maharashtra
198509,5.942,Maharashtra
198510,5.974,Maharashtra
198511,5.412,Maharashtra
198512,8.717,Maharashtra
198513,78.658,Maharashtra
198601,8.547,Maharashtra
198602,7.42,Maharashtra
198603,7.971,Maharashtra
198604,7.202,Maharashtra
198605,8.118,Maharashtra
198606,9.003,Maharashtra
198607,12.801,Maharashtra
198608,12.203,Maharashtra
198609,8.472,Maharashtra
198610,7.785,Maharashtra
198611,8.251,Maharashtra
198612,9.31,Maharashtra
198613,107.083,Maharashtra
198701,9.446,Maharashtra
198702,8.179,Maharashtra
198703,7.798,Maharashtra
198704,6.092,Maharashtra
198705,6.153,Maharashtra
198706,8.116,Maharashtra
198707,9.508,Maharashtra
198708,8.655,Maharashtra
198709,5.952,Maharashtra
198710,5.22,Maharashtra
198711,7.428,Maharashtra
198712,8.61,Maharashtra
198713,91.158,Maharashtra
198801,12.287,Maharashtra
198802,9.106,Maharashtra
198803,7.438,Maharashtra
198804,5.763,Maharashtra
198805,5.461,Maharashtra
198806,7.324,Maharashtra
198807,10.719,Maharashtra
198808,11.938,Maharashtra
198809,7.725,Maharashtra
198810,10.294,Maharashtra
198811,11.492,Maharashtra
198812,14.061,Maharashtra
198813,113.607,Maharashtra
198901,11.711,Maharashtra
198902,13.526,Maharashtra
198903,12.565,Maharashtra
198904,9.071,Maharashtra
198905,7.723,Maharashtra
198906,9.625,Maharashtra
198907,9.32,Maharashtra
198908,8.565,Maharashtra
198909,7.82,Maharashtra
198910,6.403,Maharashtra
198911,8.88,Maharashtra
198912,15.755,Maharashtra
198913,120.965,Maharashtra
199001,9.246,Maharashtra
199002,7.465,Maharashtra
199003,8.122,Maharashtra
199004,8.028,Maharashtra
199005,7.372,Maharashtra
199006,10.422,Maharashtra
199007,10.13,Maharashtra
199008,8.449,Maharashtra
199009,6.084,Maharashtra
199010,5.445,Maharashtra
199011,4.788,Maharashtra
199012,6.055,Maharashtra
199013,91.606,Maharashtra
199101,7.127,Maharashtra
199102,6.793,Maharashtra
199103,6.751,Maharashtra
199104,6.067,Maharashtra
199105,8.15,Maharashtra
199106,8.656,Maharashtra
199107,8.639,Maharashtra
199108,9.014,Maharashtra
199109,6.6,Maharashtra
199110,4.892,Maharashtra
199111,6.006,Maharashtra
199112,6.823,Maharashtra
199113,85.517,Maharashtra
199201,8.003,Maharashtra
199202,6.443,Maharashtra
199203,6.829,Maharashtra
199204,5.025,Maharashtra
199205,4.003,Maharashtra
199206,5.756,Maharashtra
199207,6.549,Maharashtra
199208,5.369,Maharashtra
199209,5.292,Maharashtra
199210,5.291,Maharashtra
199211,5.228,Maharashtra
199212,4.934,Maharashtra
199213,68.724,Maharashtra
199301,5.467,Maharashtra
199302,5.348,Maharashtra
199303,6.469,Maharashtra
199304,3.86,Maharashtra
199305,3.907,Maharashtra
199306,5.949,Maharashtra
199307,8.549,Maharashtra
199308,9.13,Maharashtra
199309,7.453,Maharashtra
199310,5.727,Maharashtra
199311,5.737,Maharashtra
199312,7.941,Maharashtra
199313,75.538,Maharashtra
199401,10.547,Maharashtra
199402,7.473,Maharashtra
199403,6.115,Maharashtra
199404,5.891,Maharashtra
199405,5.261,Maharashtra
199406,7.513,Maharashtra
199407,7.15,Maharashtra
199408,4.572,Maharashtra
199409,3.735,Maharashtra
199410,3.373,Maharashtra
199411,3.27,Maharashtra
199412,3.574,Maharashtra
199413,68.474,Maharashtra
199501,3.067,Maharashtra
199502,5.386,Maharashtra
199503,2.202,Maharashtra
199504,2.407,Maharashtra
199505,3.153,Maharashtra
199506,3.225,Maharashtra
199507,5.412,Maharashtra
199508,5.895,Maharashtra
199509,3.587,Maharashtra
199510,2.445,Maharashtra
199511,2.478,Maharashtra
199512,5.338,Maharashtra
199513,44.597,Maharashtra
199601,5.862,Maharashtra
199602,6.091,Maharashtra
199603,4.511,Maharashtra
199604,2.232,Maharashtra
199605,2.7,Maharashtra
199606,4.291,Maharashtra
199607,5.879,Maharashtra
199608,4.64,Maharashtra
199609,3.504,Maharashtra
199610,2.317,Maharashtra
199611,3.11,Maharashtra
199612,4.377,Maharashtra
199613,49.515,Maharashtra
199701,6.115,Maharashtra
199702,3.216,Maharashtra
199703,3.097,Maharashtra
199704,2.622,Maharashtra
199705,3.135,Maharashtra
199706,4.97,Maharashtra
199707,6.4,Maharashtra
199708,5.533,Maharashtra
199709,5.634,Maharashtra
199710,5.241,Maharashtra
199711,4.939,Maharashtra
199712,5.408,Maharashtra
199713,56.311,Maharashtra
199801,4.749,Maharashtra
199802,4.312,Maharashtra
199803,6.695,Maharashtra
199804,5.105,Maharashtra
199805,7.041,Maharashtra
199806,8.853,Maharashtra
199807,10.145,Maharashtra
199808,9.882,Maharashtra
199809,7.704,Maharashtra
199810,5.599,Maharashtra
199811,5.6,Maharashtra
199812,6.813,Maharashtra
199813,82.497,Maharashtra
199901,8.419,Maharashtra
199902,7.174,Maharashtra
199903,7.499,Maharashtra
199904,6.091,Maharashtra
199905,6.414,Maharashtra
199906,7.126,Maharashtra
199907,9.576,Maharashtra
199908,8.213,Maharashtra
199909,5.421,Maharashtra
199910,4.433,Maharashtra
199911,2.777,Maharashtra
199912,2.401,Maharashtra
199913,75.544,Maharashtra
200001,4.366,Maharashtra
200002,2.878,Maharashtra
200003,2.72,Maharashtra
200004,2.976,Maharashtra
200005,5.484,Maharashtra
200006,7.424,Maharashtra
200007,6.902,Maharashtra
200008,8.563,Maharashtra
200009,7.638,Maharashtra
200010,5.795,Maharashtra
200011,4.812,Maharashtra
200012,9.059,Maharashtra
200013,68.619,Maharashtra
200101,10.662,Maharashtra
200102,6.484,Maharashtra
200103,7.461,Maharashtra
200104,7.192,Maharashtra
200105,6.775,Maharashtra
200106,8.194,Maharashtra
200107,7.229,Maharashtra
200108,9.628,Maharashtra
200109,4.52,Maharashtra
200110,3.71,Maharashtra
200111,3.525,Maharashtra
200112,3.637,Maharashtra
200113,79.018,Maharashtra
200201,3.404,Maharashtra
200202,2.868,Maharashtra
200203,4.593,Maharashtra
200204,4.303,Maharashtra
200205,4.295,Maharashtra
200206,4.333,Maharashtra
200207,5.666,Maharashtra
200208,5.601,Maharashtra
200209,4.474,Maharashtra
200210,4.504,Maharashtra
200211,3.313,Maharashtra
200212,4.551,Maharashtra
200213,51.904,Maharashtra
200301,6.967,Maharashtra
200302,5.973,Maharashtra
200303,6.098,Maharashtra
200304,5.238,Maharashtra
200305,4.223,Maharashtra
200306,6.236,Maharashtra
200307,7.284,Maharashtra
200308,7.764,Maharashtra
200309,5.045,Maharashtra
200310,4.783,Maharashtra
200311,3.281,Maharashtra
200312,5.61,Maharashtra
200313,68.503,Maharashtra
200401,8.302,Maharashtra
200402,5.285,Maharashtra
200403,5.61,Maharashtra
200404,5.228,Maharashtra
200405,6.003,Maharashtra
200406,6.556,Maharashtra
200407,7.553,Maharashtra
200408,6.748,Maharashtra
200409,4.842,Maharashtra
200410,4.094,Maharashtra
200411,3.6,Maharashtra
200412,5.442,Maharashtra
200413,69.264,Maharashtra
200501,6.471,Maharashtra
200502,3.794,Maharashtra
200503,4.45,Maharashtra
200504,3.541,Maharashtra
200505,3.2,Maharashtra
200506,6.358,Maharashtra
200507,7.792,Maharashtra
200508,8.83,Maharashtra
200509,7.498,Maharashtra
200510,5.923,Maharashtra
200511,3.559,Maharashtra
200512,7.646,Maharashtra
200513,69.062,Maharashtra
200601,2.69,Maharashtra
200602,2.073,Maharashtra
200603,1.397,Maharashtra
200604,1.745,Maharashtra
200605,1.698,Maharashtra
200606,2.647,Maharashtra
200607,3.45,Maharashtra
200608,4.54,Maharashtra
200609,1.975,Maharashtra
200610,2.214,Maharashtra
200611,2.127,Maharashtra
200612,1.853,Maharashtra
200613,28.408,Maharashtra
200701,2.79,Maharashtra
200702,4.704,Maharashtra
200703,2.558,Maharashtra
200704,2.445,Maharashtra
200705,2.192,Maharashtra
200706,2.74,Maharashtra
200707,2.742,Maharashtra
200708,3.75,Maharashtra
200709,2.389,Maharashtra
200710,2.256,Maharashtra
200711,1.072,Maharashtra
200712,1.615,Maharashtra
200713,31.253,Maharashtra
200801,1.616,Maharashtra
200802,1.302,Maharashtra
200803,1.151,Maharashtra
200804,1.305,Maharashtra
200805,1.396,Maharashtra
200806,2.341,Maharashtra
200807,1.927,Maharashtra
200808,1.621,Maharashtra
200809,1.948,Maharashtra
200810,1.173,Maharashtra
200811,1.311,Maharashtra
200812,1.854,Maharashtra
200813,18.944,Maharashtra
200901,2.96,Maharashtra
200902,1.181,Maharashtra
200903,1.002,Maharashtra
200904,0.847,Maharashtra
200905,1.105,Maharashtra
200906,1.161,Maharashtra
200907,1.267,Maharashtra
200908,1.497,Maharashtra
200909,0.934,Maharashtra
200910,1.052,Maharashtra
200911,0.624,Maharashtra
200912,0.629,Maharashtra
200913,14.259,Maharashtra
201001,1.43,Maharashtra
201002,0.525,Maharashtra
201003,0.622,Maharashtra
201004,0.601,Maharashtra
201005,1.018,Maharashtra
201006,1.559,Maharashtra
201007,1.848,Maharashtra
201008,1.511,Maharashtra
201009,0.914,Maharashtra
201010,0.575,Maharashtra
201011,0.513,Maharashtra
201012,1.021,Maharashtra
201013,12.139,Maharashtra
201101,0.865,Maharashtra
201102,0.507,Maharashtra
201103,0.571,Maharashtra
201104,0.686,Maharashtra
201105,0.637,Maharashtra
201106,0.646,Maharashtra
201107,0.797,Maharashtra
201108,0.681,Maharashtra
201109,0.496,Maharashtra
201110,0.49,Maharashtra
201111,0.479,Maharashtra
201112,0.478,Maharashtra
201113,7.333,Maharashtra
201201,0.524,Maharashtra
201202,0.394,Maharashtra
201203,0.445,Maharashtra
201204,0.416,Maharashtra
201205,0.438,Maharashtra
201206,0.676,Maharashtra
201207,0.804,Maharashtra
201208,0.584,Maharashtra
201209,0.438,Maharashtra
201210,0.471,Maharashtra
201211,0.421,Maharashtra
201212,0.435,Maharashtra
201213,6.045,Maharashtra
201301,0.763,Maharashtra
201302,0.506,Maharashtra
201303,0.437,Maharashtra
201304,0.443,Maharashtra
201305,0.437,Maharashtra
201306,0.467,Maharashtra
201307,0.677,Maharashtra
201308,0.504,Maharashtra
201309,0.434,Maharashtra
201310,0.432,Maharashtra
201311,0.396,Maharashtra
201312,0.588,Maharashtra
201313,6.085,Maharashtra
201401,2.123,Maharashtra
201402,0.769,Maharashtra
201403,0.877,Maharashtra
201404,0.419,Maharashtra
201405,0.369,Maharashtra
201406,0.397,Maharashtra
201407,0.48,Maharashtra
201408,0.5,Maharashtra
201409,0.411,Maharashtra
201410,0.398,Maharashtra
201411,0.383,Maharashtra
201412,0.372,Maharashtra
201413,7.497,Maharashtra
201501,0.877,Maharashtra
201502,2.067,Maharashtra
201503,0.423,Maharashtra
201504,0.417,Maharashtra
201505,0.39,Maharashtra
201506,0.445,Maharashtra
201507,0.588,Maharashtra
201508,0.529,Maharashtra
201509,0.465,Maharashtra
201510,0.428,Maharashtra
201511,0.461,Maharashtra
201512,0.396,Maharashtra
201513,7.484,Maharashtra
201601,0.528,Maharashtra
201602,0.567,Maharashtra
201603,0.334,Maharashtra
201604,0.34,Maharashtra
201605,0.368,Maharashtra
201606,0.42,Maharashtra
201607,0.662,Maharashtra
197301,27.369,Madhya Pradesh
197302,23.034,Madhya Pradesh
197303,21.034,Madhya Pradesh
197304,17.714,Madhya Pradesh
197305,18.87,Madhya Pradesh
197306,22.856,Madhya Pradesh
197307,25.242,Madhya Pradesh
197308,27.158,Madhya Pradesh
197309,23.758,Madhya Pradesh
197310,23.726,Madhya Pradesh
197311,22.837,Madhya Pradesh
197312,22.104,Madhya Pradesh
197313,275.704,Madhya Pradesh
197401,23.021,Madhya Pradesh
197402,19.977,Madhya Pradesh
197403,19.478,Madhya Pradesh
197404,17.644,Madhya Pradesh
197405,19.993,Madhya Pradesh
197406,20.224,Madhya Pradesh
197407,24.52,Madhya Pradesh
197408,24.021,Madhya Pradesh
197409,21.909,Madhya Pradesh
197410,22.446,Madhya Pradesh
197411,24.04,Madhya Pradesh
197412,26.522,Madhya Pradesh
197413,263.796,Madhya Pradesh
197501,26.436,Madhya Pradesh
197502,21.33,Madhya Pradesh
197503,19.822,Madhya Pradesh
197504,18.196,Madhya Pradesh
197505,18.1,Madhya Pradesh
197506,20.01,Madhya Pradesh
197507,21.746,Madhya Pradesh
197508,24.11,Madhya Pradesh
197509,18.232,Madhya Pradesh
197510,18.722,Madhya Pradesh
197511,18.486,Madhya Pradesh
197512,22.995,Madhya Pradesh
197513,248.184,Madhya Pradesh
197601,27.451,Madhya Pradesh
197602,21.19,Madhya Pradesh
197603,21.591,Madhya Pradesh
197604,19.728,Madhya Pradesh
197605,18.618,Madhya Pradesh
197606,21.376,Madhya Pradesh
197607,23.131,Madhya Pradesh
197608,24.087,Madhya Pradesh
197609,20.036,Madhya Pradesh
197610,20.713,Madhya Pradesh
197611,25.59,Madhya Pradesh
197612,29.108,Madhya Pradesh
197613,272.618,Madhya Pradesh
197701,36.935,Madhya Pradesh
197702,24.961,Madhya Pradesh
197703,23.95,Madhya Pradesh
197704,21.89,Madhya Pradesh
197705,23.831,Madhya Pradesh
197706,24.765,Madhya Pradesh
197707,30.39,Madhya Pradesh
197708,27.733,Madhya Pradesh
197709,22.535,Madhya Pradesh
197710,19.678,Madhya Pradesh
197711,21.205,Madhya Pradesh
197712,27.887,Madhya Pradesh
197713,305.758,Madhya Pradesh
197801,33.886,Madhya Pradesh
197802,32.98,Madhya Pradesh
197803,31.611,Madhya Pradesh
197804,21.282,Madhya Pradesh
197805,20.994,Madhya Pradesh
197806,22.776,Madhya Pradesh
197807,25.168,Madhya Pradesh
197808,27.684,Madhya Pradesh
197809,22.843,Madhya Pradesh
197810,21.783,Madhya Pradesh
197811,23.052,Madhya Pradesh
197812,28.767,Madhya Pradesh
197813,312.825,Madhya Pradesh
197901,33.578,Madhya Pradesh
197902,27.792,Madhya Pradesh
197903,18.876,Madhya Pradesh
197904,17.505,Madhya Pradesh
197905,18.425,Madhya Pradesh
197906,20.507,Madhya Pradesh
197907,21.845,Madhya Pradesh
197908,22.136,Madhya Pradesh
197909,19.005,Madhya Pradesh
197910,17.096,Madhya Pradesh
197911,19.623,Madhya Pradesh
197912,21.479,Madhya Pradesh
197913,257.867,Madhya Pradesh
198001,21.19,Madhya Pradesh
198002,20.751,Madhya Pradesh
198003,17.12,Madhya Pradesh
198004,13.57,Madhya Pradesh
198005,13.714,Madhya Pradesh
198006,15.102,Madhya Pradesh
198007,19.619,Madhya Pradesh
198008,20.99,Madhya Pradesh
198009,15.07,Madhya Pradesh
198010,13.278,Madhya Pradesh
198011,16.746,Madhya Pradesh
198012,19.518,Madhya Pradesh
198013,206.668,Madhya Pradesh
198101,21.579,Madhya Pradesh
198102,14.73,Madhya Pradesh
198103,14.428,Madhya Pradesh
198104,12.602,Madhya Pradesh
198105,12.265,Madhya Pradesh
198106,15.905,Madhya Pradesh
198107,16.815,Madhya Pradesh
198108,13.408,Madhya Pradesh
198109,12.98,Madhya Pradesh
198110,13.444,Madhya Pradesh
198111,11.441,Madhya Pradesh
198112,13.276,Madhya Pradesh
198113,172.873,Madhya Pradesh
198201,17.348,Madhya Pradesh
198202,12.697,Madhya Pradesh
198203,11.277,Madhya Pradesh
198204,9.389,Madhya Pradesh
198205,8.356,Madhya Pradesh
198206,8.682,Madhya Pradesh
198207,11.289,Madhya Pradesh
198208,9.836,Madhya Pradesh
198209,8.616,Madhya Pradesh
198210,8.341,Madhya Pradesh
198211,7.87,Madhya Pradesh
198212,9.421,Madhya Pradesh
198213,123.122,Madhya Pradesh
198301,10.793,Madhya Pradesh
198302,10.535,Madhya Pradesh
198303,10.448,Madhya Pradesh
198304,8.635,Madhya Pradesh
198305,7.605,Madhya Pradesh
198306,9.368,Madhya Pradesh
198307,12.271,Madhya Pradesh
198308,12.433,Madhya Pradesh
198309,9.646,Madhya Pradesh
198310,8.361,Madhya Pradesh
198311,7.788,Madhya Pradesh
198312,13.395,Madhya Pradesh
198313,121.278,Madhya Pradesh
198401,13.258,Madhya Pradesh
198402,8.469,Madhya Pradesh
198403,9.047,Madhya Pradesh
198404,6.352,Madhya Pradesh
198405,7.103,Madhya Pradesh
198406,9.493,Madhya Pradesh
198407,8.755,Madhya Pradesh
198408,10.785,Madhya Pradesh
198409,6.552,Madhya Pradesh
198410,6.639,Madhya Pradesh
198411,7.823,Madhya Pradesh
198412,6.742,Madhya Pradesh
198413,101.019,Madhya Pradesh
198501,10.314,Madhya Pradesh
198502,7.916,Madhya Pradesh
198503,6.077,Madhya Pradesh
198504,5.173,Madhya Pradesh
198505,5.923,Madhya Pradesh
198506,6.486,Madhya Pradesh
198507,7.091,Madhya Pradesh
198508,8.421,Madhya Pradesh
198509,6.433,Madhya Pradesh
198510,6.459,Madhya Pradesh
198511,5.919,Madhya Pradesh
198512,9.392,Madhya Pradesh
198513,85.606,Madhya Pradesh
198601,9.314,Madhya Pradesh
198602,7.934,Madhya Pradesh
198603,8.437,Madhya Pradesh
198604,7.654,Madhya Pradesh
198605,8.709,Madhya Pradesh
198606,9.67,Madhya Pradesh
198607,13.618,Madhya Pradesh
198608,12.79,Madhya Pradesh
198609,9.04,Madhya Pradesh
198610,8.235,Madhya Pradesh
198611,8.814,Madhya Pradesh
198612,9.933,Madhya Pradesh
198613,114.149,Madhya Pradesh
198701,10.094,Madhya Pradesh
198702,8.756,Madhya Pradesh
198703,8.406,Madhya Pradesh
198704,6.603,Madhya Pradesh
198705,6.752,Madhya Pradesh
198706,8.795,Madhya Pradesh
198707,10.479,Madhya Pradesh
198708,9.452,Madhya Pradesh
198709,6.441,Madhya Pradesh
198710,5.709,Madhya Pradesh
198711,8.07,Madhya Pradesh
198712,9.218,Madhya Pradesh
198713,98.775,Madhya Pradesh
198801,13.341,Madhya Pradesh
198802,9.673,Madhya Pradesh
198803,7.992,Madhya Pradesh
198804,6.207,Madhya Pradesh
198805,5.987,Madhya Pradesh
198806,8.244,Madhya Pradesh
198807,11.69,Madhya Pradesh
198808,13.429,Madhya Pradesh
198809,8.248,Madhya Pradesh
198810,10.855,Madhya Pradesh
198811,12.099,Madhya Pradesh
198812,15.097,Madhya Pradesh
198813,122.863,Madhya Pradesh
198901,12.754,Madhya Pradesh
198902,14.688,Madhya Pradesh
198903,13.849,Madhya Pradesh
198904,9.644,Madhya Pradesh
198905,8.498,Madhya Pradesh
198906,10.648,Madhya Pradesh
198907,10.452,Madhya Pradesh
198908,9.411,Madhya Pradesh
198909,8.652,Madhya Pradesh
198910,7.04,Madhya Pradesh
198911,9.63,Madhya Pradesh
198912,18.435,Madhya Pradesh
198913,133.701,Madhya Pradesh
199001,9.988,Madhya Pradesh
199002,8.165,Madhya Pradesh
199003,8.793,Madhya Pradesh
199004,8.752,Madhya Pradesh
199005,8.208,Madhya Pradesh
199006,11.414,Madhya Pradesh
199007,11.18,Madhya Pradesh
199008,9.493,Madhya Pradesh
199009,7.009,Madhya Pradesh
199010,6.336,Madhya Pradesh
199011,5.452,Madhya Pradesh
199012,6.976,Madhya Pradesh
199013,101.766,Madhya Pradesh
